"pcp-dstat 6.2.0 CSV Output"
"Author:","PCP team <pcp@groups.io> and Dag Wieers <dag@wieers.com>",,,,"URL:","https://pcp.io/ and http://dag.wieers.com/home-made/dstat/"
"Host:","ip-172-31-33-69",,,,"User:","ubuntu"
"Cmdline:","dstat --time --cpu --mem --disk --io --net --output telemetry_mysql_run1.csv 1",,,,"Date:","23 Jul 2026 14:09:02 UTC"
"system","total usage",,,,,"memory usage",,,,"dsk/total",,"io/total",,"net/total",
23-07 14:30:07,4.125,2.125,89.497,0,0,10015740,45689964,699468,8169728,0,8.000,0,2.000,0,0
23-07 14:30:07,4.000,2.250,89.121,0,0,10015740,45689964,699468,8169728,0,8.000,0,2.000,0,0
23-07 14:30:08,5.625,2.500,88.624,0,0,10015728,45689580,699468,8170112,0,0,0,0,0,0
23-07 14:30:08,5.625,2.500,88.751,0,0,10015728,45689580,699468,8170112,0,0,0,0,0,0
23-07 14:30:09,5.125,1.625,88.625,0,0,10015724,45689452,699468,8170240,0,0,0,0,0,0
23-07 14:30:09,5.125,1.500,88.750,0,0,10015724,45689452,699468,8170240,0,0,0,0,0,0
23-07 14:30:10,4.750,2.500,89.123,0,0,10015716,45689196,699472,8170492,0,12.000,0,2.000,0,0
23-07 14:30:10,4.750,2.500,89.376,0,0,10015716,45689196,699472,8170492,0,12.000,0,2.000,0,0
23-07 14:30:11,4.375,2.500,89.379,0,0,10015700,45688940,699480,8170752,0,2580.117,0,22.001,0,0
23-07 14:30:11,4.250,2.625,88.874,0,0,10015700,45688940,699480,8170752,0,2579.965,0,22.000,0,0
23-07 14:30:12,5.125,2.250,89.122,0,0,10015504,45688876,699480,8171008,0,0,0,0,0,0
23-07 14:30:12,5.250,2.125,89.251,0,0,10015504,45688876,699480,8171008,0,0,0,0,0,0
23-07 14:30:13,4.750,2.250,89.126,0,0,10015500,45688748,699480,8171136,0,0,0,0,0,0
23-07 14:30:13,4.625,2.375,89.124,0,0,10015500,45688748,699480,8171136,0,0,0,0,0,0
23-07 14:30:14,4.000,2.250,89.255,0,0,10015488,45688364,699480,8171520,0,0,0,0,0,0
23-07 14:30:14,4.250,2.125,88.875,0,0,10015488,45688364,699480,8171520,0,0,0,0,0,0
23-07 14:30:15,5.125,2.125,89.000,0,0,10015484,45688236,699484,8171644,0,12.000,0,2.000,0,0
23-07 14:30:15,5.000,2.125,89.377,0,0,10015484,45688236,699484,8171644,0,12.000,0,2.000,0,0
23-07 14:30:16,4.625,2.250,88.747,0,0,10015472,45687980,699484,8171904,0,1151.962,0,9.000,0,0
23-07 14:30:16,4.750,2.250,88.499,0,0,10015472,45687980,699484,8171904,0,1151.986,0,9.000,0,0
23-07 14:30:17,5.125,2.375,88.500,0,0,10015468,45687852,699484,8172032,0,8.000,0,2.000,0,0
23-07 14:30:17,5.125,2.500,88.498,0,0,10015468,45687852,699484,8172032,0,8.000,0,2.000,0,0
23-07 14:30:18,4.750,2.500,89.247,0,0,10015460,45687468,699484,8172416,0,0,0,0,0,0
23-07 14:30:18,4.625,2.375,89.499,0,0,10015460,45687468,699484,8172416,0,0,0,0,0,0
23-07 14:30:19,5.500,2.250,89.003,0,0,10015456,45687340,699484,8172544,0,0,0,0,0,0
23-07 14:30:19,5.625,2.375,88.756,0,0,10015456,45687340,699484,8172544,0,0,0,0,0,0
23-07 14:30:20,4.500,2.125,88.997,0,0,10015452,45686956,699484,8172928,0,19.999,0,2.000,0,0
23-07 14:30:20,4.500,2.000,89.497,0,0,10015452,45686956,699484,8172928,0,19.999,0,2.000,0,0
23-07 14:30:21,5.125,2.375,89.122,0.125,0,10015444,45686956,699492,8172924,0,1683.945,0,15.000,27.999,41.999
23-07 14:30:21,5.125,2.375,88.498,0.125,0,10015444,45686956,699492,8172924,0,1683.963,0,15.000,27.999,41.999
23-07 14:30:22,4.625,2.000,88.878,0,0,10015240,45686700,699492,8173380,0,0,0,0,76.002,90.003
23-07 14:30:22,4.500,2.125,89.378,0,0,10015240,45686700,699492,8173380,0,0,0,0,76.003,90.003
23-07 14:30:23,4.125,2.125,89.377,0,0,10015232,45686636,699492,8173444,0,0,0,0,0,0
23-07 14:30:23,4.125,2.000,89.375,0,0,10015232,45686636,699492,8173444,0,0,0,0,0,0
23-07 14:30:24,4.750,2.250,89.249,0,0,10015228,45686252,699492,8173828,0,8.000,0,1.000,0,0
23-07 14:30:24,4.750,2.375,89.001,0,0,10015228,45686252,699492,8173828,0,8.000,0,1.000,0,0
23-07 14:30:25,4.750,2.250,88.878,0,0,10015216,45685996,699496,8174084,0,12.000,0,2.000,0,0
23-07 14:30:25,5.000,2.125,88.874,0,0,10015216,45685996,699496,8174084,0,12.000,0,2.000,0,0
23-07 14:30:26,4.875,2.375,88.749,0,0,10015212,45685868,699496,8174212,0,1187.982,0,10.000,0,0
23-07 14:30:26,4.875,2.375,88.875,0,0,10015212,45685868,699496,8174212,0,1187.998,0,10.000,0,0
23-07 14:30:27,4.625,2.750,89.249,0,0,10015204,45685484,699496,8174596,0,12.000,0,2.000,0,0
23-07 14:30:27,4.375,2.750,88.875,0,0,10015204,45685484,699496,8174596,0,12.000,0,2.000,0,0
23-07 14:30:28,4.625,1.875,89.001,0,0,10015200,45685356,699496,8174724,0,0,0,0,0,0
23-07 14:30:28,4.750,1.875,89.376,0,0,10015200,45685356,699496,8174724,0,0,0,0,0,0
23-07 14:30:29,10.998,1.500,83.356,0,0,10015192,45685228,699496,8174856,0,0,0,0,0,0
23-07 14:30:29,10.874,1.500,83.242,0,0,10015192,45685228,699496,8174856,0,0,0,0,0,0
23-07 14:30:30,4.751,2.751,89.018,0,0,10015652,45684368,699500,8175240,0,20.004,0,2.000,0,0
23-07 14:30:30,4.750,2.750,89.002,0,0,10015652,45684368,699500,8175240,0,20.000,0,2.000,0,0
23-07 14:30:31,4.500,2.500,89.000,0,0,10015648,45684112,699500,8175496,0,1563.998,0,16.000,0,0
23-07 14:30:31,4.375,2.500,89.004,0,0,10015648,45684112,699500,8175496,0,1564.077,0,16.001,0,0
23-07 14:30:32,4.500,2.125,88.998,0,0,10015448,45684112,699500,8175688,0,0,0,0,0,0
23-07 14:30:32,4.750,2.125,88.999,0,0,10015448,45684112,699500,8175688,0,71.999,0,2.000,0,0
23-07 14:30:33,5.000,2.500,88.881,0,0,10015448,45683920,699500,8175880,0,136.009,0,18.001,76.005,90.006
23-07 14:30:33,4.750,2.500,88.877,0,0,10015448,45683920,699500,8175880,0,64.001,0,16.000,76.002,90.002
23-07 14:30:34,4.625,2.625,88.746,0,0,10015440,45683792,699500,8176008,0,0,0,0,0,0
23-07 14:30:34,5.000,2.625,89.000,0,0,10015440,45683792,699500,8176008,0,0,0,0,0,0
23-07 14:30:35,4.625,2.000,89.499,0,0,10015420,45683408,699508,8176392,0,12.000,0,2.000,0,0
23-07 14:30:35,4.500,2.125,89.124,0,0,10015420,45683408,699508,8176392,0,12.000,0,2.000,0,0
23-07 14:30:36,3.625,2.250,89.000,0,0,10015416,45683280,699508,8176520,0,0,0,0,0,0
23-07 14:30:36,3.500,2.125,89.372,0,0,10015416,45683280,699508,8176520,0,0,0,0,0,0
23-07 14:30:37,4.500,2.500,89.502,0,0,10015408,45683024,699508,8176776,0,0,0,0,0,0
23-07 14:30:37,4.750,2.500,89.126,0,0,10015408,45683024,699508,8176776,0,0,0,0,0,0
23-07 14:30:38,7.250,2.250,86.751,0,0,10015400,45682768,699508,8177032,0,4.000,0,1.000,76.001,90.001
23-07 14:30:38,6.875,2.250,87.000,0,0,10015400,45682768,699508,8177032,0,4.000,0,1.000,76.000,90.000
23-07 14:30:39,5.125,2.125,89.127,0,0,10015392,45682512,699508,8177292,0,0,0,0,0,0
23-07 14:30:39,5.375,2.250,88.752,0,0,10015392,45682512,699508,8177292,0,0,0,0,0,0
23-07 14:30:40,4.375,2.375,89.373,0,0,10015380,45682256,699512,8177548,0,12.000,0,2.000,0,89.998
23-07 14:30:40,4.125,2.250,89.627,0,0,10015380,45682256,699512,8177548,0,12.000,0,2.000,0,90.002
23-07 14:30:41,4.500,2.500,89.127,0,0,10015372,45682128,699516,8177676,0,2580.046,0,22.000,76.001,0
23-07 14:30:41,4.625,2.500,89.375,0,0,10015372,45682128,699516,8177676,0,2579.996,0,22.000,76.000,0
23-07 14:30:42,4.500,2.125,89.623,0,0,10015420,45681760,699516,8177996,0,0,0,0,0,0
23-07 14:30:42,4.500,2.125,89.373,0,0,10015420,45681760,699516,8177996,0,0,0,0,0,0
23-07 14:30:43,4.250,2.000,89.377,0,0,10015412,45681440,699516,8178316,0,0,0,0,28.001,42.001
23-07 14:30:43,4.250,2.000,89.754,0,0,10015408,45681440,699516,8178320,0,0,0,0,28.001,42.002
23-07 14:30:44,4.125,2.500,89.373,0,0,10015392,45681312,699516,8178456,0,35.999,0,3.000,0,0
23-07 14:30:44,4.125,2.500,89.121,0,0,10015392,45681312,699516,8178456,0,35.998,0,3.000,0,0
23-07 14:30:45,5.125,1.875,88.752,0,0,10015376,45680928,699516,8178840,0,12.000,0,2.000,0,0
23-07 14:30:45,5.125,2.125,88.879,0,0,10015376,45680928,699516,8178840,0,12.001,0,2.000,0,0
23-07 14:30:46,5.250,2.625,89.122,0,0,10015376,45680800,699516,8178968,0,0,0,0,0,0
23-07 14:30:46,5.250,2.375,88.994,0,0,10015372,45680672,699516,8179096,0,0,0,0,0,0
23-07 14:30:47,5.249,2.000,88.611,0,0,10015368,45680544,699516,8179224,0,0,0,0,0,0
23-07 14:30:47,5.125,2.250,88.746,0,0,10015368,45680544,699516,8179224,0,0,0,0,0,0
23-07 14:30:48,4.875,2.500,88.881,0,0,10015368,45680288,699516,8179480,0,8.001,0,2.000,76.005,90.006
23-07 14:30:48,5.000,2.375,88.754,0,0,10015368,45680288,699516,8179480,0,8.000,0,2.000,76.004,90.004
23-07 14:30:49,4.625,2.250,89.368,0,0,10015360,45680032,699516,8179736,0,0,0,0,0,0
23-07 14:30:49,4.500,2.250,89.244,0,0,10015360,45680032,699516,8179736,0,0,0,0,0,0
23-07 14:30:50,4.624,2.375,88.615,0,0,10015352,45679904,699520,8179864,0,11.999,0,2.000,0,0
23-07 14:30:50,4.750,2.250,88.876,0,0,10015352,45679904,699520,8179864,0,12.000,0,2.000,0,0
23-07 14:30:51,5.126,2.125,89.009,0,0,10015332,45679648,699528,8180120,0,2708.282,0,23.002,0,0
23-07 14:30:51,5.250,2.250,88.873,0,0,10015332,45679648,699528,8180120,0,2707.938,0,22.999,0,0
23-07 14:30:52,5.000,2.375,88.755,0,0,10015136,45679520,699528,8180440,0,0,0,0,0,0
23-07 14:30:52,4.875,2.375,88.742,0,0,10015132,45679520,699528,8180440,0,0,0,0,0,0
23-07 14:30:53,5.000,2.375,88.622,0,0,10015132,45679328,699528,8180632,0,0,0,0,0,0
23-07 14:30:53,5.001,2.375,88.511,0,0,10015132,45679328,699528,8180632,0,0,0,0,0,0
23-07 14:30:54,4.875,2.500,89.000,0,0,10015128,45679200,699528,8180760,0,0,0,0,76.000,90.000
23-07 14:30:54,4.750,2.500,88.996,0,0,10015128,45679200,699528,8180760,0,0,0,0,75.997,89.996
23-07 14:30:55,4.501,2.375,88.512,0,0,10015112,45678816,699532,8181144,0,12.002,0,2.000,0,0
23-07 14:30:55,4.750,2.250,88.883,0,0,10015112,45678816,699532,8181144,0,12.001,0,2.000,0,0
23-07 14:30:56,5.125,2.375,88.877,0,0,10015072,45678688,699532,8181308,0,4.000,0,1.000,0,0
23-07 14:30:56,5.000,2.375,88.750,0,0,10015072,45678688,699532,8181308,0,4.000,0,1.000,0,0
23-07 14:30:57,11.998,2.125,82.734,0,0,10015064,45678432,699532,8181564,0,1287.748,0,10.998,0,0
23-07 14:30:57,12.124,2.125,82.621,0,0,10015064,45678432,699532,8181564,0,1287.942,0,11.000,0,0
23-07 14:30:58,4.626,2.125,89.141,0,0,10015056,45678304,699532,8181696,0,8.001,0,1.000,0,0
23-07 14:30:58,4.500,2.250,89.132,0,0,10015056,45678304,699532,8181696,0,8.001,0,1.000,0,0
23-07 14:30:59,4.750,2.625,89.001,0,0,10015048,45678048,699532,8181952,0,0,0,0,0,0
23-07 14:30:59,4.625,2.750,88.749,0,0,10015048,45678048,699532,8181952,0,0,0,0,0,0
23-07 14:31:00,4.375,2.125,89.124,0,0,10015040,45677664,699532,8182336,0,20.000,0,2.000,0,0
23-07 14:31:00,4.625,2.000,88.998,0,0,10015040,45677664,699532,8182336,0,20.000,0,2.000,0,0
23-07 14:31:01,4.750,2.125,88.630,0,0,10015036,45677664,699536,8182336,0,1300.078,0,12.001,0,0
23-07 14:31:01,4.750,2.000,88.878,0,0,10015036,45677664,699536,8182336,0,1300.043,0,12.000,0,0
23-07 14:31:02,4.875,2.125,88.872,0,0,10014776,45677536,699536,8182720,0,139.995,0,4.000,0,0
23-07 14:31:02,4.750,2.125,89.000,0,0,10014776,45677536,699536,8182720,0,139.999,0,4.000,0,0
23-07 14:31:03,4.875,2.375,88.876,0,0,10014768,45677280,699536,8182976,0,0,0,0,0,0
23-07 14:31:03,5.000,2.375,88.999,0,0,10014768,45677280,699536,8182976,0,0,0,0,0,0
23-07 14:31:04,5.000,2.625,88.749,0,0,10014764,45677152,699536,8183104,0,0,0,0,0,0
23-07 14:31:04,4.750,2.625,88.875,0,0,10014764,45677152,699536,8183104,0,0,0,0,0,0
23-07 14:31:05,4.875,2.250,89.248,0,0,10015004,45676516,699540,8183488,0,31.999,0,2.000,0,0
23-07 14:31:05,4.875,2.375,88.871,0,0,10015004,45676516,699540,8183488,0,31.998,0,2.000,0,0
23-07 14:31:06,5.000,2.000,89.251,0,0,10014996,45676388,699540,8183620,0,0,0,0,0,0
23-07 14:31:06,5.000,2.125,89.381,0,0,10014996,45676388,699540,8183620,0,0,0,0,0,0
23-07 14:31:07,4.000,2.125,89.252,0,0,10014992,45676132,699540,8183876,0,0,0,0,0,0
23-07 14:31:07,4.125,1.875,89.122,0,0,10014992,45676132,699540,8183876,0,0,0,0,0,0
23-07 14:31:08,5.749,2.500,88.241,0,0,10014984,45675876,699540,8184132,0,7.999,0,2.000,0,0
23-07 14:31:08,5.625,2.625,88.494,0,0,10014984,45675876,699540,8184132,0,7.999,0,2.000,0,0
23-07 14:31:09,4.500,2.125,89.250,0,0,10014672,45675928,699540,8184388,0,0,0,0,0,0
23-07 14:31:09,4.750,2.000,89.253,0,0,10014672,45675928,699540,8184388,0,0,0,0,0,0
23-07 14:31:10,5.000,2.500,89.118,0,0,10014300,45676152,699544,8184512,0,11.999,0,2.000,75.994,89.993
23-07 14:31:10,4.875,2.500,88.755,0,0,10014300,45676152,699544,8184512,0,12.001,0,2.000,76.004,90.005
23-07 14:31:11,4.375,2.625,88.873,0,0,10014288,45675896,699544,8184772,0,0,0,0,0,0
23-07 14:31:11,4.375,2.625,88.869,0,0,10014288,45675896,699544,8184772,0,0,0,0,0,0
23-07 14:31:12,4.625,2.250,89.000,0,0,10014328,45675656,699548,8184964,0,2580.002,0,23.000,0,0
23-07 14:31:12,4.750,2.250,89.251,0,0,10014328,45675656,699548,8184964,0,2580.042,0,23.000,0,0
23-07 14:31:13,5.375,2.250,88.753,0,0,10014320,45675336,699548,8185284,0,0,0,0,0,0
23-07 14:31:13,5.125,2.375,88.880,0,0,10014320,45675336,699548,8185284,0,0,0,0,0,0
23-07 14:31:14,5.126,2.625,88.641,0,0,10014312,45675080,699548,8185540,0,0,0,0,0,0
23-07 14:31:14,5.375,2.625,88.498,0,0,10014308,45675080,699548,8185540,0,71.998,0,2.000,0,0
23-07 14:31:15,5.375,2.250,88.745,0.125,0,10014300,45674824,699552,8185796,0,1755.908,0,17.999,0,0
23-07 14:31:15,5.250,2.250,88.751,0.125,0,10014300,45674824,699552,8185796,0,1684.018,0,16.000,0,0
23-07 14:31:16,5.125,2.125,88.876,0,0,10014292,45674568,699552,8186052,0,0,0,0,0,0
23-07 14:31:16,5.250,2.000,88.750,0,0,10014292,45674568,699552,8186052,0,0,0,0,0,0
23-07 14:31:17,4.375,2.250,89.124,0,0,10014516,45674344,699552,8186052,0,8.000,0,2.000,0,0
23-07 14:31:17,4.250,2.375,89.123,0,0,10014516,45674344,699552,8186052,0,8.000,0,2.000,0,0
23-07 14:31:18,4.750,2.250,89.001,0,0,10014504,45673832,699552,8186564,0,0,0,0,0,0
23-07 14:31:18,4.625,2.125,89.000,0,0,10014504,45673832,699552,8186564,0,0,0,0,0,0
23-07 14:31:19,4.375,2.000,89.129,0,0,10014500,45673704,699552,8186692,0,40.002,0,10.000,0,0
23-07 14:31:19,4.500,2.125,89.505,0,0,10014500,45673704,699552,8186692,0,40.002,0,10.001,0,0
23-07 14:31:20,4.375,2.500,89.371,0,0,10014492,45673448,699556,8186944,0,11.999,0,2.000,0,0
23-07 14:31:20,4.500,2.375,89.122,0,0,10014492,45673448,699556,8186944,0,12.000,0,2.000,0,0
23-07 14:31:21,4.625,1.625,89.252,0,0,10014484,45673192,699556,8187204,0,0,0,0,0,0
23-07 14:31:21,4.375,1.750,89.374,0,0,10014484,45673192,699556,8187204,0,0,0,0,0,0
23-07 14:31:22,4.375,2.375,88.998,0,0,10014284,45673192,699560,8187396,0,2579.949,0,22.000,27.999,41.999
23-07 14:31:22,4.625,2.250,88.752,0,0,10014284,45673192,699560,8187396,0,2580.049,0,22.000,28.001,42.001
23-07 14:31:23,5.125,2.125,89.002,0,0,10014008,45673140,699560,8187716,0,0,0,0,0,0
23-07 14:31:23,5.000,2.125,89.001,0,0,10014008,45673140,699560,8187716,0,0,0,0,0,0
23-07 14:31:24,4.500,2.250,88.999,0,0,10013460,45673420,699560,8187976,0,4.000,0,1.000,0,0
23-07 14:31:24,4.375,2.250,89.246,0,0,10013460,45673420,699560,8187976,0,4.000,0,1.000,0,0
23-07 14:31:25,11.873,1.875,82.733,0,0,10013452,45673292,699564,8188104,0,11.998,0,2.000,0,0
23-07 14:31:25,11.875,1.875,82.623,0,0,10013452,45673292,699564,8188104,0,12.000,0,2.000,0,0
23-07 14:31:26,4.375,2.500,89.002,0,0,10013444,45673164,699564,8188236,0,40.001,0,1.000,0,0
23-07 14:31:26,4.750,2.500,88.872,0,0,10013444,45673164,699564,8188236,0,39.998,0,1.000,0,0
23-07 14:31:27,5.000,2.500,88.875,0,0,10013440,45672908,699564,8188492,0,0,0,0,76.000,90.000
23-07 14:31:27,4.875,2.625,88.876,0,0,10013440,45672908,699564,8188492,0,0,0,0,76.001,90.001
23-07 14:31:28,4.876,2.375,89.009,0,0,10013428,45672524,699564,8188876,0,12.001,0,1.000,0,0
23-07 14:31:28,4.750,2.250,89.255,0,0,10013428,45672524,699564,8188876,0,12.001,0,1.000,0,0
23-07 14:31:29,4.750,2.125,89.377,0,0,10013416,45672268,699564,8189136,0,12.000,0,2.000,0,0
23-07 14:31:29,4.750,2.125,89.251,0,0,10013416,45672268,699564,8189136,0,12.000,0,2.000,0,0
23-07 14:31:30,5.000,2.250,88.753,0,0,10013408,45672140,699568,8189264,0,12.000,0,2.000,0,0
23-07 14:31:30,4.875,2.500,88.750,0,0,10013408,45672140,699568,8189264,0,12.000,0,2.000,0,0
23-07 14:31:31,4.250,2.125,89.122,0,0,10013396,45671884,699568,8189524,0,0,0,0,0,0
23-07 14:31:31,4.375,1.875,89.253,0,0,10013396,45671884,699568,8189524,0,0,0,0,0,0
23-07 14:31:32,5.000,2.625,89.002,0.125,0,10013436,45671580,699572,8189780,0,2968.064,0,26.001,28.001,42.001
23-07 14:31:32,4.875,2.750,88.998,0.125,0,10013436,45671580,699572,8189780,0,2967.926,0,25.999,27.999,41.999
23-07 14:31:33,4.750,2.375,89.251,0,0,10013436,45671452,699572,8189908,0,0,0,0,0,0
23-07 14:31:33,4.875,2.250,88.877,0,0,10013436,45671452,699572,8189908,0,0,0,0,0,0
23-07 14:31:34,4.375,1.625,89.252,0,0,10013424,45671068,699572,8190292,0,0,0,0,0,0
23-07 14:31:34,4.625,1.750,89.501,0,0,10013424,45671068,699572,8190292,0,0,0,0,0,0
23-07 14:31:35,4.625,2.250,89.249,0,0,10013420,45670940,699576,8190416,0,28.000,0,2.000,0,0
23-07 14:31:35,4.375,2.500,88.999,0,0,10013420,45670940,699576,8190416,0,28.000,0,2.000,0,0
23-07 14:31:36,5.250,2.375,88.626,0,0,10013408,45670684,699576,8190676,0,32.000,0,7.000,0,0
23-07 14:31:36,5.375,2.000,89.004,0,0,10013408,45670684,699576,8190676,0,32.001,0,7.000,0,0
23-07 14:31:37,4.875,2.250,89.122,0,0,10013400,45670428,699576,8190932,0,0,0,0,0,0
23-07 14:31:37,4.750,2.250,88.996,0,0,10013400,45670428,699576,8190932,0,0,0,0,0,0
23-07 14:31:38,4.625,2.125,89.126,0,0,10013396,45670172,699576,8191188,0,0,0,0,76.000,90.001
23-07 14:31:38,4.500,2.250,89.251,0,0,10013396,45670172,699576,8191188,0,0,0,0,76.001,90.001
23-07 14:31:39,4.500,2.625,89.252,0,0,10013392,45669916,699576,8191444,0,8.000,0,2.000,0,0
23-07 14:31:39,4.750,2.500,89.002,0,0,10013392,45669916,699576,8191444,0,8.000,0,2.000,0,0
23-07 14:31:40,5.125,2.375,88.998,0,0,10013380,45669660,699580,8191700,0,12.000,0,2.000,0,0
23-07 14:31:40,5.000,2.375,88.996,0,0,10013380,45669660,699580,8191700,0,12.000,0,2.000,0,0
23-07 14:31:41,4.875,1.750,89.249,0,0,10013376,45669532,699580,8191828,0,0,0,0,0,0
23-07 14:31:41,4.875,1.750,89.375,0,0,10013376,45669532,699580,8191828,0,0,0,0,0,0
23-07 14:31:42,5.000,2.500,88.875,0,0,10013180,45669404,699580,8192148,0,2392.010,0,21.000,0,0
23-07 14:31:42,5.000,2.500,88.999,0,0,10013180,45669404,699580,8192148,0,2391.985,0,21.000,0,0
23-07 14:31:43,4.875,1.875,89.123,0,0,10013176,45669340,699580,8192212,0,0,0,0,75.998,89.998
23-07 14:31:43,4.875,1.875,88.997,0,0,10013176,45669340,699580,8192212,0,0,0,0,75.997,89.997
23-07 14:31:44,4.625,2.125,89.377,0,0,10013172,45668956,699580,8192596,0,0,0,0,0,0
23-07 14:31:44,4.625,2.250,89.379,0,0,10013172,45668956,699580,8192596,0,0,0,0,0,0
23-07 14:31:45,4.875,2.125,88.750,0,0,10013164,45668700,699580,8192856,0,92.000,0,4.000,0,0
23-07 14:31:45,4.875,2.000,88.625,0,0,10013164,45668700,699580,8192856,0,92.000,0,4.000,0,0
23-07 14:31:46,5.125,2.500,88.626,0,0,10013156,45668444,699580,8193112,0,0,0,0,0,0
23-07 14:31:46,5.125,2.625,88.872,0,0,10013156,45668444,699580,8193112,0,0,0,0,0,0
23-07 14:31:47,5.125,2.250,89.125,0,0,10013152,45668316,699580,8193240,0,0,0,0,0,0
23-07 14:31:47,5.000,2.125,88.630,0,0,10013152,45668316,699580,8193240,0,0,0,0,0,0
23-07 14:31:48,5.250,2.250,88.248,0,0,10013144,45667932,699580,8193624,0,0,0,0,0,0
23-07 14:31:48,5.500,2.375,88.870,0,0,10013144,45667932,699580,8193624,0,0,0,0,0,0
23-07 14:31:49,4.750,2.500,89.503,0,0,10013136,45667676,699580,8193880,0,0,0,0,0,0
23-07 14:31:49,4.625,2.375,89.253,0,0,10013136,45667676,699580,8193880,0,0,0,0,0,0
23-07 14:31:50,5.249,2.500,88.610,0,0,10013132,45667548,699584,8194004,0,11.998,0,2.000,0,0
23-07 14:31:50,5.125,2.500,88.870,0,0,10013132,45667548,699584,8194004,0,11.999,0,2.000,0,0
23-07 14:31:51,5.001,2.125,89.262,0,0,10013124,45667292,699584,8194264,0,0,0,0,0,0
23-07 14:31:51,5.250,2.125,89.002,0,0,10013124,45667292,699584,8194264,0,0,0,0,0,0
23-07 14:31:52,4.875,2.250,89.002,0,0,10012908,45667228,699592,8194524,0,2580.047,0,22.000,0,0
23-07 14:31:52,4.750,2.250,88.874,0,0,10012908,45667228,699592,8194524,0,2579.970,0,22.000,0,0
23-07 14:31:53,11.624,2.125,82.615,0,0,10012900,45666972,699592,8194780,0,0,0,0,0,0
23-07 14:31:53,11.625,2.125,82.872,0,0,10012900,45666972,699592,8194780,0,0,0,0,0,0
23-07 14:31:54,4.751,2.375,89.260,0,0,10012896,45666844,699592,8194908,0,8.001,0,2.000,0,0
23-07 14:31:54,4.875,2.375,89.130,0,0,10012896,45666844,699592,8194908,0,8.000,0,2.000,0,0
23-07 14:31:55,5.375,2.000,88.502,0,0,10013108,45666336,699596,8195196,0,12.000,0,2.000,0,0
23-07 14:31:55,5.250,2.250,88.372,0,0,10013108,45666336,699596,8195196,0,12.000,0,2.000,0,0
23-07 14:31:56,4.750,2.625,88.996,0,0,10013092,45665952,699596,8195584,0,4.000,0,1.000,0,0
23-07 14:31:56,4.750,2.375,88.881,0,0,10013092,45665952,699596,8195584,0,4.000,0,1.000,0,0
23-07 14:31:57,4.750,2.625,88.876,0,0,10013088,45665696,699596,8195840,0,0,0,0,0,0
23-07 14:31:57,5.000,2.625,88.869,0,0,10013088,45665696,699596,8195840,0,0,0,0,0,0
23-07 14:31:58,5.250,2.500,88.501,0,0,10013088,45665568,699596,8195968,0,0,0,0,0,0
23-07 14:31:58,5.000,2.625,88.754,0,0,10013088,45665568,699596,8195968,0,0,0,0,0,0
23-07 14:31:59,5.125,2.000,89.251,0,0,10013080,45665312,699596,8196224,0,0,0,0,76.001,90.001
23-07 14:31:59,5.250,2.000,89.249,0,0,10013080,45665312,699596,8196224,0,0,0,0,75.999,89.999
23-07 14:32:00,4.625,2.375,89.248,0,0,10013068,45665056,699600,8196480,0,20.000,0,3.000,0,0
23-07 14:32:00,4.875,2.500,89.246,0,0,10013068,45665056,699600,8196480,0,19.999,0,3.000,0,0
23-07 14:32:01,4.750,2.375,89.129,0,0,10013060,45664800,699600,8196736,0,0,0,0,0,0
23-07 14:32:01,4.625,2.125,89.001,0,0,10013060,45664800,699600,8196736,0,0,0,0,0,0
23-07 14:32:02,4.375,2.000,89.373,0,0,10013108,45664560,699600,8196928,0,2707.945,0,23.000,0,0
23-07 14:32:02,4.125,2.125,89.504,0,0,10013108,45664560,699600,8196928,0,2708.135,0,23.001,0,0
23-07 14:32:03,4.125,2.125,89.250,0,0,10013100,45664368,699600,8197120,0,512.000,0,4.000,0,0
23-07 14:32:03,4.250,2.000,89.498,0,0,10013100,45664368,699600,8197120,0,511.991,0,4.000,0,0
23-07 14:32:04,5.125,2.375,89.372,0,0,10013096,45664112,699600,8197376,0,0,0,0,0,0
23-07 14:32:04,5.125,2.375,89.249,0,0,10013092,45663984,699600,8197504,0,0,0,0,0,0
23-07 14:32:05,4.375,2.375,89.252,0,0,10013084,45663856,699604,8197632,0,20.000,0,2.000,0,0
23-07 14:32:05,4.125,2.375,89.252,0,0,10013084,45663856,699604,8197632,0,20.000,0,2.000,0,0
23-07 14:32:06,4.750,2.000,89.125,0,0,10013076,45663600,699604,8197888,0,12.000,0,1.000,0,0
23-07 14:32:06,4.750,2.125,89.123,0,0,10013076,45663600,699604,8197888,0,12.000,0,1.000,0,0
23-07 14:32:07,4.875,2.875,88.501,0,0,10013072,45663344,699604,8198144,0,0,0,0,0,0
23-07 14:32:07,5.125,2.750,88.751,0,0,10013072,45663344,699604,8198144,0,0,0,0,0,0
23-07 14:32:08,4.750,2.750,89.248,0,0,10013068,45663216,699604,8198272,0,0,0,0,0,0
23-07 14:32:08,4.750,2.875,88.748,0,0,10013068,45663216,699604,8198272,0,0,0,0,0,0
23-07 14:32:09,5.000,1.375,88.880,0,0,10013056,45662832,699604,8198656,0,0,0,0,0,0
23-07 14:32:09,5.000,1.375,89.130,0,0,10013056,45662832,699604,8198656,0,0,0,0,0,0
