"pcp-dstat 6.2.0 CSV Output"
"Author:","PCP team <pcp@groups.io> and Dag Wieers <dag@wieers.com>",,,,"URL:","https://pcp.io/ and http://dag.wieers.com/home-made/dstat/"
"Host:","ip-172-31-33-69",,,,"User:","ubuntu"
"Cmdline:","dstat --time --cpu --mem --disk --io --net --output telemetry_cassandra_run1.csv 1",,,,"Date:","23 Jul 2026 14:21:33 UTC"
"system","total usage",,,,,"memory usage",,,,"dsk/total",,"io/total",,"net/total",
23-07 14:38:24,0,0,99.625,0,0,9982496,45768712,700432,8124208,0,8.000,0,1.000,0,0
23-07 14:38:24,0.250,0,99.627,0,0,9982496,45768712,700432,8124208,0,0,0,0,0,0
23-07 14:38:25,0.250,0,99.749,0,0,9982496,45768712,700432,8124208,0,0,0,0,0,0
23-07 14:38:25,0.125,0,99.875,0,0,9982496,45768712,700432,8124208,0,0,0,0,0,0
23-07 14:38:26,0.125,0,99.876,0,0,9982748,45768460,700432,8124208,0,36.000,0,1.000,0,0
23-07 14:38:26,0,0,99.750,0,0,9982748,45768460,700432,8124208,0,36.000,0,1.000,0,0
23-07 14:38:27,0,0,99.876,0,0,9982748,45768460,700432,8124208,0,0,0,0,76.000,90.001
23-07 14:38:27,0.125,0,99.875,0,0,9982744,45768460,700432,8124212,0,8.000,0,1.000,76.000,90.000
23-07 14:38:28,0.125,0,99.750,0,0,9982744,45768460,700432,8124212,0,8.000,0,1.000,0,0
23-07 14:38:28,0,0,99.874,0,0,9982744,45768460,700432,8124212,0,8.000,0,2.000,0,0
23-07 14:38:29,0,0,99.625,0,0,9982744,45768460,700432,8124212,0,8.000,0,2.000,0,0
23-07 14:38:29,0,0,99.750,0,0,9982744,45768460,700432,8124212,0,0,0,0,0,0
23-07 14:38:30,0.125,0,99.875,0,0,9982744,45768460,700432,8124212,0,0,0,0,0,0
23-07 14:38:30,0.125,0,100.000,0,0,9982744,45768460,700432,8124212,0,0,0,0,0,0
23-07 14:38:31,0.125,0,99.751,0,0,9982740,45768460,700432,8124216,0,0,0,0,0,0
23-07 14:38:31,0.125,0.125,99.501,0,0,9982740,45768460,700432,8124216,0,0,0,0,0,0
23-07 14:38:32,0,0.250,99.999,0,0,9982740,45768460,700432,8124216,0,0,0,0,28.000,42.000
23-07 14:38:32,0,0.125,99.875,0,0,9982740,45768460,700432,8124216,0,0,0,0,28.000,42.000
23-07 14:38:33,0,0,99.751,0,0,9982740,45768460,700432,8124216,0,0,0,0,0,0
23-07 14:38:33,0.125,0,99.874,0,0,9982740,45768460,700432,8124216,0,0,0,0,0,0
23-07 14:38:34,0.125,0.125,99.750,0,0,9982740,45768460,700432,8124216,0,0,0,0,0,0
23-07 14:38:34,0.125,0.125,99.626,0,0,9982740,45768460,700432,8124216,0,4.000,0,1.000,0,0
23-07 14:38:35,0.125,0,99.874,0,0,9982740,45768460,700432,8124216,0,4.000,0,1.000,0,0
23-07 14:38:35,0.125,0,99.875,0,0,9982740,45768460,700432,8124216,0,0,0,0,0,0
23-07 14:38:36,0.250,0,100.001,0,0,9982740,45768460,700432,8124216,0,0,0,0,0,0
23-07 14:38:36,0.125,0.125,100.000,0,0,9982740,45768460,700432,8124216,0,0,0,0,0,0
23-07 14:38:37,0,0.125,99.749,0,0,9982740,45768460,700432,8124216,0,0,0,0,0,0
23-07 14:38:37,0,0,99.626,0,0,9982740,45768460,700432,8124216,0,0,0,0,0,0
23-07 14:38:38,0,0,99.875,0,0,9982740,45768460,700432,8124216,0,0,0,0,0,0
23-07 14:38:38,0,0,99.998,0,0,9982740,45768460,700432,8124216,0,0,0,0,0,0
23-07 14:38:39,0,0,99.872,0,0,9982732,45768460,700432,8124224,0,0,0,0,0,0
23-07 14:38:39,0,0,99.876,0,0,9982732,45768460,700432,8124224,0,0,0,0,0,0
23-07 14:38:40,0.125,0,99.629,0,0,9982732,45768460,700432,8124224,0,0,0,0,0,0
23-07 14:38:40,0.250,0,99.750,0,0,9982732,45768460,700432,8124224,0,0,0,0,0,0
23-07 14:38:41,0.250,0,99.750,0,0,9982732,45768460,700432,8124224,0,0,0,0,0,0
23-07 14:38:41,0.125,0,99.750,0,0,9982732,45768460,700432,8124224,0,0,0,0,0,0
23-07 14:38:42,0,0,99.875,0,0,9982732,45768460,700432,8124224,0,0,0,0,0,0
23-07 14:38:42,0.125,0,99.750,0,0,9982732,45768460,700432,8124224,0,0,0,0,0,0
23-07 14:38:43,0.125,0,99.874,0,0,9982732,45768460,700432,8124224,0,0,0,0,0,0
23-07 14:38:43,0,0,99.873,0,0,9982732,45768460,700432,8124224,0,0,0,0,75.998,89.998
23-07 14:38:44,0,0,99.746,0,0,9982732,45768460,700432,8124224,0,0,0,0,75.997,89.996
23-07 14:38:44,0,0,99.751,0,0,9982732,45768460,700432,8124224,0,0,0,0,0,0
23-07 14:38:45,0.125,0,100.002,0,0,9982732,45768460,700432,8124224,0,64.002,0,2.000,0,0
23-07 14:38:45,0.125,0,100.001,0,0,9982732,45768460,700432,8124224,0,64.000,0,2.000,0,0
23-07 14:38:46,0.125,0,99.750,0,0,9982984,45768208,700432,8124224,0,0,0,0,0,0
23-07 14:38:46,0.250,0,99.872,0,0,9982984,45768208,700432,8124224,0,0,0,0,0,0
23-07 14:38:47,0.125,0,99.625,0,0,9982984,45768208,700432,8124224,0,0,0,0,0,0
23-07 14:38:47,0,0,99.755,0,0,9982984,45768208,700432,8124224,0,0,0,0,0,0
23-07 14:38:48,0,0.125,99.876,0,0,9982984,45768208,700432,8124224,0,0,0,0,0,0
23-07 14:38:48,0,0.125,99.624,0,0,9982984,45768208,700432,8124224,0,0,0,0,0,0
23-07 14:38:49,0,0,99.874,0,0,9982984,45768208,700432,8124224,0,52.000,0,13.000,0,0
23-07 14:38:49,0.125,0,99.875,0,0,9982984,45768208,700432,8124224,0,52.000,0,13.000,0,0
23-07 14:38:50,0.125,0,100.000,0,0,9982984,45768208,700432,8124224,0,0,0,0,0,0
23-07 14:38:50,0,0,99.999,0,0,9982984,45768208,700432,8124224,0,0,0,0,0,0
23-07 14:38:51,0,0,99.875,0,0,9982984,45768208,700432,8124224,0,0,0,0,0,0
23-07 14:38:51,0,0,99.750,0,0,9982984,45768208,700432,8124224,0,0,0,0,0,0
23-07 14:38:52,0,0,99.750,0,0,9982984,45768208,700432,8124224,0,0,0,0,0,0
23-07 14:38:52,0,0,100.000,0,0,9982984,45768208,700432,8124224,0,0,0,0,0,0
23-07 14:38:53,0,0,99.750,0,0,9982984,45768208,700432,8124224,0,0,0,0,0,0
23-07 14:38:53,0,0,99.500,0,0,9982984,45768208,700432,8124224,0,0,0,0,0,0
23-07 14:38:54,0,0,99.750,0,0,9982984,45768208,700432,8124224,0,0,0,0,0,0
23-07 14:38:54,0,0,99.876,0,0,9982984,45768208,700432,8124224,0,0,0,0,0,0
23-07 14:38:55,0.250,0,100.002,0,0,9982984,45768208,700432,8124224,0,0,0,0,0,0
23-07 14:38:55,0.250,0,99.999,0,0,9982984,45768208,700432,8124224,0,0,0,0,0,0
23-07 14:38:56,0,0,99.750,0,0,9982948,45768208,700432,8124260,0,0,0,0,0,0
23-07 14:38:56,0,0,99.751,0,0,9982948,45768208,700432,8124260,0,0,0,0,0,0
23-07 14:38:57,0,0.125,99.750,0,0,9982944,45768208,700432,8124264,0,0,0,0,0,0
23-07 14:38:57,0.125,0.125,99.999,0,0,9982944,45768208,700432,8124264,0,0,0,0,0,0
23-07 14:38:58,0.250,0,99.750,0,0,9982944,45768208,700432,8124264,0,0,0,0,0,0
23-07 14:38:58,0.125,0,99.625,0,0,9982944,45768208,700432,8124264,0,0,0,0,0,0
23-07 14:38:59,0,0,99.875,0,0,9982944,45768208,700432,8124264,0,20.000,0,4.000,0,0
23-07 14:38:59,0.125,0,100.001,0,0,9982944,45768208,700432,8124264,0,20.000,0,4.000,76.001,90.001
23-07 14:39:00,0.125,0,99.875,0,0,9982944,45768208,700432,8124264,0,0,0,0,76.000,90.000
23-07 14:39:00,0.125,0.125,99.625,0,0,9982944,45768208,700432,8124264,0,0,0,0,0,0
23-07 14:39:01,0.125,0.125,99.875,0,0,9982944,45768208,700432,8124264,0,0,0,0,0,0
23-07 14:39:01,0,0.125,100.001,0,0,9982944,45768208,700432,8124264,0,0,0,0,0,0
23-07 14:39:02,0,0.125,99.625,0,0,9982944,45768208,700432,8124264,0,0,0,0,0,0
23-07 14:39:02,0,0,99.625,0,0,9982944,45768208,700432,8124264,0,0,0,0,0,0
23-07 14:39:03,0,0,100.001,0,0,9982944,45768208,700432,8124264,0,0,0,0,0,0
23-07 14:39:03,0.125,0,99.873,0,0,9982944,45768208,700432,8124264,0,0,0,0,0,0
23-07 14:39:04,0.125,0,99.999,0,0,9982944,45768208,700432,8124264,0,0,0,0,0,0
23-07 14:39:04,0.125,0,99.877,0,0,9982944,45768208,700432,8124264,0,0,0,0,0,0
23-07 14:39:05,0.250,0,99.750,0,0,9982944,45768208,700432,8124264,0,0,0,0,28.000,42.000
23-07 14:39:05,0.250,0,99.874,0,0,9982944,45768208,700432,8124264,0,4.000,0,1.000,28.000,41.999
23-07 14:39:06,0.125,0,99.750,0,0,9983192,45767956,700432,8124268,0,4.000,0,1.000,0,0
23-07 14:39:06,0,0,99.751,0,0,9983192,45767956,700432,8124268,0,0,0,0,0,0
23-07 14:39:07,0,0,99.749,0,0,9983192,45767956,700432,8124268,0,0,0,0,0,0
23-07 14:39:07,0,0,99.751,0,0,9983192,45767956,700432,8124268,0,0,0,0,0,0
23-07 14:39:08,0,0,100.000,0,0,9983192,45767956,700432,8124268,0,0,0,0,0,0
23-07 14:39:08,0,0,99.999,0,0,9983192,45767956,700432,8124268,0,0,0,0,0,0
23-07 14:39:09,0,0,99.750,0,0,9983192,45767956,700432,8124268,0,0,0,0,0,0
23-07 14:39:09,0,0.125,99.876,0,0,9983192,45767956,700432,8124268,0,0,0,0,0,0
23-07 14:39:10,0.125,0.125,99.999,0,0,9983192,45767956,700432,8124268,0,0,0,0,0,0
23-07 14:39:10,0.125,0,100.001,0,0,9983192,45767956,700432,8124268,0,0,0,0,0,0
23-07 14:39:11,0,0,99.750,0,0,9983192,45767956,700432,8124268,0,0,0,0,0,0
23-07 14:39:11,0,0,99.749,0,0,9983192,45767956,700432,8124268,0,0,0,0,75.999,89.999
23-07 14:39:12,0,0,100.001,0,0,9983192,45767956,700432,8124268,0,0,0,0,76.001,90.001
23-07 14:39:12,0.125,0,99.751,0,0,9983192,45767956,700432,8124268,0,0,0,0,0,0
23-07 14:39:13,0.125,0,99.625,0,0,9983192,45767956,700432,8124268,0,0,0,0,0,0
23-07 14:39:13,0,0,99.998,0,0,9983192,45767956,700432,8124268,0,0,0,0,0,0
23-07 14:39:14,0,0,99.625,0,0,9983192,45767956,700432,8124268,0,0,0,0,0,0
23-07 14:39:14,0,0,99.751,0,0,9983192,45767956,700432,8124268,0,0,0,0,0,0
23-07 14:39:15,0,0,100.001,0,0,9983192,45767956,700432,8124268,0,0,0,0,0,0
23-07 14:39:15,0.125,0,99.751,0,0,9983192,45767956,700436,8124264,0,52.000,0,2.000,76.001,90.001
23-07 14:39:16,0.125,0.125,99.875,0,0,9983188,45767956,700436,8124268,0,52.000,0,2.000,1076.000,928.000
23-07 14:39:16,0.125,0.125,99.749,0,0,9983188,45767956,700436,8124268,0,0,0,0,2929.979,2733.980
23-07 14:39:17,0.125,0.125,99.875,0,0,9983188,45767956,700436,8124268,0,0,0,0,3707.990,3747.990
23-07 14:39:17,0,0.125,99.875,0,0,9983188,45767956,700436,8124268,0,0,0,0,4335.997,4301.997
23-07 14:39:18,0,0,99.750,0,0,9983188,45767956,700436,8124268,0,0,0,0,3909.992,3893.992
23-07 14:39:18,0,0,99.749,0,0,9983188,45767956,700436,8124268,0,0,0,0,2787.962,2937.960
23-07 14:39:19,0.125,0,99.875,0,0,9983188,45767956,700436,8124268,0,0,0,0,2713.991,2915.991
23-07 14:39:19,0.125,0,100.001,0,0,9983188,45767956,700436,8124268,0,4.000,0,1.000,2814.027,2934.028
23-07 14:39:20,0,0,99.625,0,0,9983184,45767956,700436,8124272,0,4.000,0,1.000,2971.991,2969.991
23-07 14:39:20,0.125,0,99.624,0,0,9983184,45767956,700436,8124272,0,0,0,0,2845.983,3077.981
23-07 14:39:21,0.125,0,100.000,0,0,9983184,45767956,700436,8124272,0,0,0,0,2724.013,3096.015
23-07 14:39:21,0,0,100.002,0,0,9983184,45767956,700436,8124272,0,0,0,0,2606.045,3006.052
23-07 14:39:22,0,0.125,99.750,0,0,9983180,45767956,700436,8124276,0,0,0,0,2431.993,2879.991
23-07 14:39:22,0.125,0.250,99.750,0,0,9983180,45767956,700436,8124276,0,0,0,0,2997.997,2969.997
23-07 14:39:23,0.125,0.250,99.750,0,0,9983180,45767956,700436,8124276,0,0,0,0,3327.985,3059.987
23-07 14:39:23,0,0.125,99.498,0,0,9983180,45767956,700436,8124276,0,0,0,0,2853.929,2969.927
23-07 14:39:24,0.125,0,99.750,0,0,9983180,45767956,700436,8124276,0,0,0,0,1690.003,1620.003
23-07 14:39:24,0.250,0,99.877,0,0,9983180,45767956,700436,8124276,0,0,0,0,306.007,90.002
23-07 14:39:25,0.125,0,99.874,0,0,9983180,45767956,700436,8124276,0,0,0,0,0,0
23-07 14:39:25,0.125,0,99.875,0,0,9983180,45767956,700436,8124276,0,0,0,0,0,0
23-07 14:39:26,0.250,0,99.876,0,0,9983180,45767956,700436,8124276,0,48.000,0,3.000,0,0
23-07 14:39:26,0.125,0.125,99.875,0,0,9983180,45767956,700436,8124276,0,48.000,0,3.000,0,0
23-07 14:39:27,0,0.125,100.000,0,0,9983180,45767956,700436,8124276,0,0,0,0,0,0
23-07 14:39:27,0,0,100.000,0,0,9983180,45767956,700436,8124276,0,0,0,0,0,0
23-07 14:39:28,0,0,99.875,0,0,9983180,45767956,700436,8124276,0,0,0,0,0,0
23-07 14:39:28,0,0,99.876,0,0,9983180,45767956,700436,8124276,0,0,0,0,0,0
23-07 14:39:29,0,0,99.751,0,0,9983180,45767956,700436,8124276,0,0,0,0,0,0
23-07 14:39:29,0,0,99.750,0,0,9983180,45767956,700436,8124276,0,0,0,0,0,0
23-07 14:39:30,0,0,99.749,0,0,9983172,45767956,700436,8124284,0,20.000,0,4.000,0,0
23-07 14:39:30,0,0.125,99.875,0,0,9983172,45767956,700436,8124284,0,20.000,0,4.000,0,0
23-07 14:39:31,0,0.125,99.876,0,0,9983172,45767956,700436,8124284,0,0,0,0,0,0
23-07 14:39:31,0.125,0,99.749,0,0,9983172,45767956,700436,8124284,0,0,0,0,0,0
23-07 14:39:32,0.125,0,99.873,0,0,9983172,45767956,700436,8124284,0,0,0,0,75.999,89.998
23-07 14:39:32,0,0,100.001,0,0,9983172,45767956,700436,8124284,0,0,0,0,76.001,90.001
23-07 14:39:33,0,0,99.750,0,0,9983172,45767956,700436,8124284,0,0,0,0,0,0
23-07 14:39:33,0.125,0,99.625,0,0,9983172,45767956,700436,8124284,0,0,0,0,28.000,42.000
23-07 14:39:34,0.125,0,99.876,0,0,9983172,45767956,700436,8124284,0,0,0,0,28.000,42.000
23-07 14:39:34,0,0,99.875,0,0,9983172,45767956,700436,8124284,0,4.000,0,1.000,0,0
23-07 14:39:35,0,0,99.999,0,0,9983172,45767956,700436,8124284,0,4.000,0,1.000,0,0
23-07 14:39:35,0,0,99.999,0,0,9983172,45767956,700436,8124284,0,0,0,0,0,0
23-07 14:39:36,0.125,0,99.751,0,0,9983172,45767956,700436,8124284,0,0,0,0,0,0
23-07 14:39:36,0.250,0.125,99.750,0,0,9983172,45767956,700436,8124284,0,0,0,0,0,0
23-07 14:39:37,0.125,0.125,100.001,0,0,9983172,45767956,700436,8124284,0,0,0,0,236.001,294.002
23-07 14:39:37,0.125,0,99.999,0,0,9983172,45767956,700436,8124284,0,8.000,0,1.000,2091.982,1919.983
23-07 14:39:38,0.125,0,99.499,0,0,9983172,45767956,700436,8124284,0,8.000,0,1.000,3659.971,3029.976
23-07 14:39:38,0.250,0.250,99.499,0,0,9986740,45764392,700436,8124280,0,0,0,0,3887.964,3271.970
23-07 14:39:39,0.375,0.250,99.499,0,0,9990988,45760144,700436,8124280,0,0,0,0,8707.953,6136.967
23-07 14:39:39,0.250,0.125,99.376,0,0,9983700,45767408,700440,8124300,0,16.000,0,4.000,10408.133,7863.100
23-07 14:39:40,0.125,0.125,99.751,0,0,9983700,45767408,700440,8124300,0,16.000,0,4.000,5472.040,5544.041
23-07 14:39:40,0.125,0,99.875,0,0,9983700,45767408,700440,8124300,0,0,0,0,3072.007,3372.008
23-07 14:39:41,0.250,0,99.875,0,0,9983700,45767408,700440,8124300,0,0,0,0,2616.008,2682.008
23-07 14:39:41,0.125,0,99.875,0,0,9983700,45767408,700440,8124300,0,0,0,0,1666.003,1530.003
23-07 14:39:42,0.125,0,99.625,0,0,9983700,45767408,700440,8124300,0,0,0,0,897.996,817.996
23-07 14:39:42,0.125,0,99.624,0,0,9983700,45767408,700440,8124300,0,0,0,0,1891.988,2191.987
23-07 14:39:43,0,0,99.875,0,0,9983700,45767408,700440,8124300,0,0,0,0,3228.006,3250.006
23-07 14:39:43,0,0,100.001,0,0,9983700,45767408,700440,8124300,0,0,0,0,3574.021,2932.017
23-07 14:39:44,0,0,99.873,0,0,9983700,45767408,700440,8124300,0,0,0,0,3965.901,3533.912
23-07 14:39:44,0,0.125,99.750,0,0,9983700,45767408,700440,8124300,0,0,0,0,4266.005,3816.005
23-07 14:39:45,0,0.250,99.627,0,0,9983696,45767408,700440,8124304,0,0,0,0,3408.071,3384.070
23-07 14:39:45,0.250,0.125,99.623,0,0,9983696,45767408,700444,8124300,0,195.996,0,4.000,3111.943,3215.941
23-07 14:39:46,0.250,0,99.501,0,0,9983944,45767156,700444,8124304,0,196.002,0,4.000,3240.027,2808.023
23-07 14:39:46,0.125,0,99.376,0,0,9983944,45767156,700444,8124304,0,0,0,0,3164.030,3096.029
23-07 14:39:47,0.250,0,99.874,0,0,9983944,45767156,700444,8124304,0,0,0,0,3223.966,2879.970
23-07 14:39:47,0.125,0,100.001,0,0,9983944,45767156,700444,8124304,0,0,0,0,3016.043,2466.035
23-07 14:39:48,0,0,99.875,0,0,9983944,45767156,700444,8124304,0,0,0,0,2730.005,2748.005
23-07 14:39:48,0.125,0,100.000,0,0,9983944,45767156,700444,8124304,0,0,0,0,2772.008,2892.009
23-07 14:39:49,0.125,0,99.750,0,0,9983944,45767156,700444,8124304,0,0,0,0,2956.013,2934.013
23-07 14:39:49,0,0,99.750,0,0,9983944,45767156,700444,8124304,0,0,0,0,3311.985,2969.987
23-07 14:39:50,0,0.125,99.750,0,0,9983944,45767156,700444,8124304,0,0,0,0,3308.008,2916.007
23-07 14:39:50,0,0.250,99.374,0,0,9984268,45767156,700448,8123976,0,203.997,0,44.999,3091.958,3171.957
23-07 14:39:51,0,0.125,99.500,0,0,9984272,45767156,700448,8123960,0,204.000,0,45.000,3046.000,3315.999
23-07 14:39:51,0,0,99.875,0,0,9984272,45767156,700448,8123960,0,0,0,0,3353.997,3335.997
23-07 14:39:52,0.125,0,100.000,0,0,9984272,45767156,700448,8123960,0,0,0,0,3123.999,2993.999
23-07 14:39:52,0.125,0,99.875,0,0,9984272,45767156,700448,8123960,0,0,0,0,3102.007,3108.007
23-07 14:39:53,0,0,99.875,0,0,9984268,45767156,700448,8123964,0,0,0,0,2890.011,3072.012
23-07 14:39:53,1.000,0.125,98.497,0,0,9991072,45760352,700448,8123964,0,0,0,0,2291.927,2735.913
23-07 14:39:54,1.000,0.125,98.496,0,0,9990588,45760836,700448,8123964,0,0,0,0,2647.895,2825.888
23-07 14:39:54,0,0,99.878,0,0,9990588,45760836,700448,8123964,0,0,0,0,2228.074,2124.071
23-07 14:39:55,0,0,99.879,0,0,9982812,45768612,700448,8123964,0,0,0,0,990.043,846.037
23-07 14:39:55,0.125,0.125,99.752,0,0,9982812,45768612,700448,8123964,0,8.000,0,2.000,1340.021,1566.025
23-07 14:39:56,0.250,0.125,99.751,0,0,9982244,45769144,700448,8124000,0,8.000,0,2.000,2690.029,3236.035
23-07 14:39:56,0.250,0,100.000,0,0,9982244,45769144,700448,8124000,0,0,0,0,2780.011,3200.013
23-07 14:39:57,0.125,0,99.750,0,0,9982244,45769144,700448,8124000,0,0,0,0,2494.008,2790.009
23-07 14:39:57,0,0,99.750,0,0,9982244,45769144,700448,8124000,0,0,0,0,3273.993,3433.993
23-07 14:39:58,0,0,99.876,0,0,9982244,45769144,700448,8124000,0,0,0,0,3652.019,3758.019
23-07 14:39:58,0.125,0,99.749,0,0,9982244,45769144,700448,8124000,0,0,0,0,3277.971,3203.972
23-07 14:39:59,0.125,0,99.750,0,0,9982244,45769144,700448,8124000,0,0,0,0,3503.991,3149.992
23-07 14:39:59,0,0,99.751,0,0,9982244,45769144,700448,8124000,0,0,0,0,2976.027,2922.027
23-07 14:40:00,0,0.125,99.875,0,0,9982244,45769144,700448,8124000,0,0,0,0,2950.003,3198.004
23-07 14:40:00,0,0.125,99.875,0,0,9982244,45769144,700448,8124000,0,16.000,0,4.000,3026.003,3336.003
23-07 14:40:01,0.125,0,99.875,0,0,9982244,45769144,700448,8124000,0,16.000,0,4.000,2820.007,2934.007
23-07 14:40:01,0.125,0,99.875,0,0,9982244,45769144,700448,8124000,0,0,0,0,3079.999,2915.999
23-07 14:40:02,0,0,99.874,0,0,9982244,45769144,700448,8124000,0,0,0,0,2829.974,2951.973
23-07 14:40:02,0,0,99.876,0,0,9982244,45769144,700448,8124000,0,0,0,0,3366.021,3384.021
23-07 14:40:03,0.250,0.375,99.499,0,0,9980444,45770928,700456,8123992,0,259.996,0,3.000,3675.948,3431.952
23-07 14:40:03,0.625,0.375,99.245,0,0,9980444,45770928,700456,8123992,0,259.988,0,3.000,3191.847,3233.845
23-07 14:40:04,0.375,0,99.374,0,0,9980196,45771180,700456,8123996,0,0,0,0,3161.981,3257.981
23-07 14:40:04,0,0,99.753,0,0,9980196,45771180,700456,8123996,0,0,0,0,3268.111,3258.110
23-07 14:40:05,0.250,0,99.626,0,0,9980196,45771180,700456,8123996,0,0,0,0,3110.027,3186.028
23-07 14:40:05,0.375,0.125,99.498,0,0,9980196,45771180,700456,8123996,0,0,0,0,3063.929,3479.919
23-07 14:40:06,0.125,0.125,100.001,0,0,9980196,45771180,700456,8123996,0,0,0,0,3460.018,3768.020
23-07 14:40:06,0,0,100.003,0,0,9980196,45771180,700456,8123996,0,0,0,0,3362.111,3558.117
23-07 14:40:07,0,0,99.876,0,0,9980192,45771180,700456,8124000,0,0,0,0,3132.033,3180.033
23-07 14:40:07,0,0,99.875,0,0,9980192,45771180,700456,8124000,0,0,0,0,1866.005,1350.004
23-07 14:40:08,0,0,99.875,0,0,9980192,45771180,700456,8124000,0,0,0,0,346.001,0
23-07 14:40:08,0,0,99.999,0,0,9980192,45771180,700456,8124000,0,0,0,0,0,0
23-07 14:40:09,0,0,99.625,0,0,9980192,45771180,700456,8124000,0,0,0,0,0,0
23-07 14:40:09,0,0,99.626,0,0,9980192,45771180,700456,8124000,0,0,0,0,0,0
23-07 14:40:10,0.125,0,99.750,0,0,9980192,45771180,700456,8124000,0,0,0,0,0,0
23-07 14:40:10,0.250,0.125,99.750,0,0,9980192,45771180,700456,8124000,0,0,0,0,0,0
23-07 14:40:11,0.125,0.125,99.874,0,0,9980192,45771180,700456,8124000,0,44.000,0,4.000,0,0
23-07 14:40:11,0,0,99.750,0,0,9980192,45771180,700456,8124000,0,44.000,0,4.000,0,0
23-07 14:40:12,0,0,99.877,0,0,9980192,45771180,700456,8124000,0,0,0,0,0,0
23-07 14:40:12,0,0,99.874,0,0,9980192,45771180,700456,8124000,0,4.000,0,1.000,0,0
23-07 14:40:13,0,0,100.000,0,0,9980192,45771180,700456,8124000,0,4.000,0,1.000,0,0
23-07 14:40:13,0,0.125,99.998,0,0,9980192,45771180,700456,8124000,0,0,0,0,0,0
23-07 14:40:14,0,0.125,99.874,0,0,9980192,45771180,700456,8124000,0,0,0,0,1459.982,1417.983
23-07 14:40:14,0,0,99.877,0,0,9980192,45771180,700456,8124000,0,0,0,0,3074.059,2768.053
23-07 14:40:15,0,0,99.626,0,0,9980184,45771180,700456,8124008,0,0,0,0,3044.019,2896.018
23-07 14:40:15,0.125,0,99.875,0,0,9980180,45771180,700456,8124012,0,0,0,0,3165.991,3309.990
23-07 14:40:16,0.125,0,99.875,0,0,9980180,45771180,700456,8124012,0,259.999,0,42.000,3371.990,3383.990
23-07 14:40:16,0,0,99.624,0,0,9980180,45771180,700456,8124012,0,259.999,0,42.000,3427.982,3733.980
23-07 14:40:17,0,0.125,99.750,0,0,9980180,45771180,700456,8124012,0,0,0,0,3116.006,3464.006
23-07 14:40:17,0,0.125,99.876,0,0,9980180,45771180,700456,8124012,0,0,0,0,2706.015,2978.016
23-07 14:40:18,0,0,99.750,0,0,9980180,45771180,700456,8124012,0,0,0,0,2640.008,3174.009
23-07 14:40:18,0.125,0,99.623,0,0,9980180,45771180,700456,8124012,0,0,0,0,3249.933,3271.933
23-07 14:40:19,0.125,0,99.875,0,0,9980180,45771180,700456,8124012,0,0,0,0,3131.986,3075.986
23-07 14:40:19,0.125,0,99.877,0,0,9980180,45771180,700456,8124012,0,0,0,0,3008.075,3234.080
23-07 14:40:20,0.125,0,99.875,0,0,9980180,45771180,700456,8124012,0,0,0,0,3515.992,3269.993
23-07 14:40:20,0.125,0,99.999,0,0,9980180,45771180,700456,8124012,0,0,0,0,3467.978,2985.981
23-07 14:40:21,0.125,0,99.750,0,0,9980180,45771180,700456,8124012,0,0,0,0,3142.005,2820.005
23-07 14:40:21,0.125,0,99.626,0,0,9980180,45771180,700456,8124012,0,0,0,0,3440.036,3648.038
23-07 14:40:22,0.250,0.250,99.491,0,0,9980180,45771180,700456,8124012,0,39.996,0,1.000,3893.652,4237.622
23-07 14:40:22,6.623,1.500,91.598,0,0,10088072,45663288,700456,8124012,0,215.936,0,6.998,3402.985,5506.358
23-07 14:40:23,7.375,1.375,91.123,0,0,10082048,45668952,700456,8124372,0,195.995,0,8.000,3103.919,5829.849
23-07 14:40:23,1.000,0.125,98.897,0,0,10082048,45668952,700456,8124372,0,20.004,0,2.000,3150.691,3842.843
23-07 14:40:24,0.125,0,99.758,0,0,10073984,45677016,700456,8124372,0,0,0,0,2664.216,2610.212
23-07 14:40:24,0,0,99.753,0,0,10073984,45677016,700456,8124372,0,0,0,0,1082.038,900.031
23-07 14:40:25,0.250,0,99.875,0,0,10065920,45685080,700456,8124372,0,0,0,0,92.000,0
23-07 14:40:25,0.250,0.125,100.001,0,0,10065920,45685080,700456,8124372,0,0,0,0,0,0
23-07 14:40:26,0,0.125,99.876,0,0,10057856,45693144,700456,8124372,0,48.001,0,3.000,0,0
23-07 14:40:26,0,0,99.875,0,0,10057856,45693144,700456,8124372,0,48.000,0,3.000,0,0
23-07 14:40:27,0,0,99.616,0,0,10049792,45701208,700456,8124372,0,0,0,0,0,0
23-07 14:40:27,0,0,99.736,0,0,10049792,45701208,700456,8124372,0,0,0,0,0,0
23-07 14:40:28,0,0,100.000,0,0,10049792,45701208,700456,8124372,0,0,0,0,0,0
23-07 14:40:28,0,0,99.882,0,0,10049792,45701208,700456,8124372,0,0,0,0,0,0
23-07 14:40:29,0,0,99.630,0,0,10041728,45709272,700456,8124372,0,0,0,0,0,0
23-07 14:40:29,0,0,99.750,0,0,10041728,45709272,700456,8124372,0,0,0,0,0,0
23-07 14:40:30,0,0,99.875,0,0,10025652,45725344,700456,8124376,0,0,0,0,0,0
23-07 14:40:30,0,0,99.750,0,0,10025652,45725344,700456,8124376,0,0,0,0,0,0
